Text,Sentiment,Emotions,translated_text,Justification
अशी कंपनी सर्वाना मिळावी..,1,neutral,Everyone should have such a company.,"The positive sentiment is derived from the implied desire and positive connotation associated with ""मिळावी"" (milavi), meaning ""should have"" or ""should be obtained,"" suggesting a favorable outcome."
"अभिनंदन मिराबाई चानू
टोक्यो आॕलंपिकच्या पहिल्याच दिवशी
वेट लिफ्टिंगमधे रजत पदक!",1,joy,Congratulations Mirabai Chanu on winning a silver medal in weightlifting on the first day of the Tokyo Olympics!,"The word ""अभिनंदन"" (Abhinandan), meaning congratulations, directly expresses positive sentiment."
पोरींच्या मध्ये जागा घेऊन रो हाऊस बांधून राहणाऱ्या यांचे हजारी मनसबदार झाल्याबद्दल हार्दिक अभिनंदन,1,joy,Heartiest congratulations to the man who built a row house by taking a space between his children on becoming a Hazari Mansabdar.,"The positive sentiment and joy are indicated by the phrase ""**हार्दिक अभिनंदन**"" (hardik abhinandan), which translates to ""heartiest congratulations"" and expresses strong positive feelings."
हे छान केलंय,1,neutral,This is well done.,"The phrase ""छान केलंय"" (chhan kelya) meaning ""well done"" indicates a positive sentiment, but without further context, the emotion remains neutral."
"वाढदिवसाच्या हार्दिक शुभेच्छा भाऊ 
",1,joy,Happy birthday brother,"The sentiment is positive due to the phrase ""हार्दिक शुभेच्छा"" (hardik shubhechha), which expresses heartfelt wishes and congratulations. This directly contributes to the feeling of joy."
सर्वांना होळी पौर्णिमा निमित्त मनःपूर्वक शुभेच्छा!,1,joy,Heartiest greetings to everyone on the occasion of Holi Pournima!,"The positive sentiment and joy are driven by the phrase ""मनःपूर्वक शुभेच्छा!"", which translates to ""heartiest greetings"". ""शुभेच्छा"" itself conveys good wishes and positivity, while ""मनःपूर्वक"" intensifies the sincerity and heartfelt nature of the greetings."
ग्रामपंचायत निवडणूकित सर्व जागी भाजपा   नंबरचा पक्ष,1,neutral,BJP is the number one party in all the Gram Panchayat elections.,"The sentence expresses a statement of fact about BJP's performance. While it positions BJP as ""number one"" (""नंबरचा पक्ष""), it lacks explicit positive or negative sentiment, making it neutral."
आपल्याला कार्य करताना बघून कार्यकर्त्यांना बळ आपोआपच मिळत आहे,1,neutral,The activists are automatically getting strength from watching you work.,"The sentence expresses a positive sentiment because the phrase ""बळ आपोआपच मिळत आहे"" (baḷ āpōāpach miḷat āhe) indicates that the activists are naturally gaining strength, which is a positive outcome."
महाशिवरात्रीच्या हार्दिक शुभेच्छा...,1,joy,Happy Mahashivratri...,"The phrase ""हार्दिक शुभेच्छा"" (hardik shubhechha) translates to ""heartfelt wishes,"" which expresses positive sentiment and joy."
आज तुम्ही आमच्या ज्ञानात भर पाडल्या बद्दल धन्यवाद,1,joy,Thank you for adding to our knowledge today.,"The positive sentiment and joy are primarily driven by the word ""धन्यवाद"" (dhanyavad), which directly translates to ""thank you."" This expression of gratitude inherently indicates a positive feeling."
साहेब ना वाढदिवस चे हार्दिक शुभेच्छा.,1,joy,Happy birthday to you sir.,"The phrase ""हार्दिक शुभेच्छा"" (hardik shubhechha) expresses heartfelt wishes, indicating a positive sentiment and the emotion of joy."
त्यामुळे देशातील सर्वसामान्य लोकांना अपेक्षित नेतृत्व मिळेल अशी अपेक्षा त्यांनी हुशारीने निर्माण केली आहे.,1,neutral,"Therefore, they have wisely created the expectation that the common people of the country will get the desired leadership.","The sentence conveys a neutral sentiment because the phrase ""हुशारीने निर्माण केली आहे"" (husharine nirman keli aahe - wisely created) describes the action of creating an expectation, without expressing a positive or negative opinion about the expectation itself or the leadership. While ""हुशारीने"" (husharine - wisely) implies skill, it doesn't automatically translate to positive sentiment in this context; it simply describes *how* the expectation was created."
नुतनवर्षाच्या हार्दिक शुभेच्छा.......!,1,joy,Happy New Year!,"The phrase ""हार्दिक शुभेच्छा"" (hardik shubhechha), meaning ""heartfelt wishes,"" expresses positivity and goodwill, directly indicating joy and a positive sentiment."
सेवेच्या नावाखाली फसवणूक होऊ नये म्हणून सावधगिरीचे उपाय पोलिसांनी स्पष्ट केले...,1,neutral,Police explained precautionary measures to avoid fraud in the name of service...,"The sentence expresses a neutral sentiment due to the focus on ""सावधगिरीचे उपाय"" (savadhgiriche upaay), which translates to ""precautionary measures."" This phrase indicates a focus on preventative action and information dissemination rather than positive or negative sentiment."
"गोपाळ मदने, यांना वाढदिवसाच्या हार्दिक शुभेच्छा!",1,joy,Happy birthday to Gopal Madane!,"The phrase ""हार्दिक शुभेच्छा!"" (hardik shubhechha!) expresses sincere and heartfelt wishes, indicating a positive sentiment and the emotion of joy."
"अंतू शेठ , नमस्ते तुमचे दर्शन घडले !! आनंद झाला",1,joy,"Antu Sheth, hello, it was a pleasure to see you!!","The Marathi phrase ""आनंद झाला"" (anand zhala) directly translates to ""became happy"" or ""felt joy,"" indicating a positive sentiment and specifically the emotion of joy."
"मीराबाई चानु यांचे मनःपूर्वक अभिनंदन..
फर्स्ट मेडल",1,joy,"Heartiest congratulations to Mirabai Chanu..
First medal","The phrase ""मनःपूर्वक अभिनंदन"" (manahpurvak abhinandan), meaning ""heartiest congratulations,"" expresses strong positive sentiment and joy."
सोलापुर जयंती एकदम भारी असते नेक्स्ट टाईम येणार मी,1,neutral,"Solapur Jayanti is very special, I will come next time.","The sentiment is positive due to the Marathi word ""भारी"" (bhari), which means ""very special"" or ""excellent."" It indicates a positive assessment of the Solapur Jayanti."
हल्ली सगळ्यात क्षेत्रात असे डॉ.जैकॉल आहेत जे बरोबर माहिती देऊन जगाला जागृत करत असतात,1,neutral,"Nowadays, there are Dr. Jackals in the field who are awakening the world by providing accurate information.","The sentiment is neutral because the sentence describes individuals in the field providing accurate information and awakening the world, without expressing any positive or negative judgement. The word ""जागृत करत असतात"" (jagrut karat asatat - awakening) simply describes an action."
"।। सर्वमंगल मांगल्ये शिवे सवार्थ साधिके।।
।।शरण्येत्र्यंबके गौरी नारायणी नमोस्तुते।।
जय माता दी!",1,joy,".. Sarvamangal Mangalye Shiva Savartha Sadhika.
.
 Jai Mata Di!","The sentiment is positive and evokes joy because of the phrases ""सर्वमंगल मांगल्ये"" (Sarvamangal Mangalye) and ""जय माता दी!"" (Jai Mata Di!). ""सर्वमंगल मांगल्ये"" translates to ""auspicious among all auspicious,"" and ""जय माता दी!"" translates to ""Victory to Mother!"". Both express reverence and joy."
"कोजागिरी पौर्णिमेच्या सर्वांना मंगलमय शुभेच्छा.!
 ",1,joy,Best wishes to everyone on the auspicious occasion of Kojagiri Purnima!,"The word ""मंगलमय"" (mangalamay), meaning auspicious, indicates a positive sentiment, specifically joy."
भारी एक नंबर आभारी आहे.,1,joy,Thank you very much.,"""भारी एक नंबर"" (bhari ek number) expresses strong approval and positive feelings, indicating high appreciation which contributes to the joy emotion and positive sentiment."
निशाणी खूप चांगली आहे... यश मिळेलच!,1,joy,The sign is very good... you will succeed!,"The sentiment is positive (""1"") and the emotion is joy due to the phrase ""खूप चांगली आहे"" (khoop changli aahe), which translates to ""very good,"" indicating a positive assessment and anticipating success."
जिल्हा बिर्याणी? तिथली पण मस्त आहे... डाळ सोबत मस्त टेस्ट असते...,1,joy,Zilla Biryani? The one there is also delicious... It tastes great with dal...,"The word ""मस्त"" (mast), meaning ""delicious"" or ""great,"" indicates a positive sentiment and contributes to the emotion of joy."
": रंग दे मोहे रंगरेजवा
.//- …",1,neutral,": Rang De Mohe Rang Rejwa

 
.//- …","The sentiment is neutral because the phrase ""रंग दे"" (Rang De) which means ""color me"" or ""dye me"" is a common phrase in songs and poetry, expressing a desire to be imbued with something, without inherently positive or negative connotations in isolation. Therefore, it doesn't express a strong positive or negative sentiment in this context."
मयेकर महाविद्यालयात लोकमान्य टिळक पुण्यतिथी आणि अण्णा भाऊ साठे जयंती उत्साहात साजरी,1,joy,Lokmanya Tilak Punya Tilak and Anna Bhau Sathe Jayanti celebrated with enthusiasm at Mayekar College,"The positive sentiment and joy are driven by the word ""उत्साहात"" (utsahaat), which translates to ""with enthusiasm"". This clearly indicates a positive and joyful manner of celebration."
ते पुन्हा एकदा मुख्यमंत्रीपदी विराजमान होणार हे पाहून बरे वाटले.,1,joy,It was good to see him once again becoming the Chief Minister.,"The sentiment is positive (""1"" implies positive) due to the phrase ""बरे वाटले"" (bare watle), which directly translates to ""felt good"" or ""was good,"" indicating a feeling of pleasure and approval."
सर्वाना कळतय उद्दवजींच नेतृत्व जनतेसाठी चांगल आहे त्यामुळे सगळीकडून सपोर्ट मिळतोय,1,neutral,"Everyone knows that Uddhav ji's leadership is good for the people, so he is getting support from all over.","The sentence expresses a positive sentiment because ""चांगल आहे"" (chaangla aahe), meaning ""is good,"" indicates a favorable assessment of Uddhav ji's leadership."
हे भविष्य घडवायचे आहे आणि त्यासाठी आपण पुरेपूर प्रयत्न करणार,1,neutral,We want to create this future and we will do our best for it.,"The sentence expresses a proactive intent to shape the future (""हे भविष्य घडवायचे आहे"") and a commitment to put in maximum effort (""आपण पुरेपूर प्रयत्न करणार""). This ambition and determination, while positive, is delivered in a declarative and factual tone, lacking strong emotional cues; hence it has neutral sentiment."
हे अगदी खरं आहे,1,neutral,This is very true.,"""खरं आहे"" (kharं aahe) expressing truth/factuality contributes to a neutral sentiment as it simply states a state of being without inherent positive or negative connotations."
काळ्जी नसावी जनता पाठीशी आहे.,1,neutral,"Don't worry, the people are behind you.","The positive sentiment is primarily derived from the phrase ""पाठीशी आहे"" (pathishi aahe), which means ""is behind you"" or ""supports you,"" indicating strong support and reassurance."
लिखाण मस्त आहे तुमचं,1,joy,Your writing is great.,"The word ""मस्त"" (mast) which translates to ""great"" or ""awesome"" expresses positive sentiment and contributes to the emotion of joy."
"ज्योतिष मार्ग दर्शक व कालसर्प योग पूजा त्रंबकेसवर हर हर महादेव सुप्रभात
",1,neutral,Har Har Mahadev Suprabhat on Jyotish way viewer and Kalsarp Yoga Puja Trambakes,"""हर हर महादेव सुप्रभात"" (Har Har Mahadev Suprabhat) is a religious phrase used as a greeting, indicating a neutral sentiment due to its common and generally positive association without inherently expressing a strong emotion."
खर शिक्षण देणाऱ्या शाळा..ग्रामीण भागाच्या आत्मा आहेत.,1,neutral,Schools that provide true education are the soul of rural areas.,"The sentence expresses a positive sentiment due to the phrase ""आत्मा आहेत"" (aatma aahet), meaning ""are the soul,"" which signifies a deep importance and positive role. While the sentiment is positive, it is expressed in a factual and descriptive way, thus leading to a neutral emotion."
"हे विद्यापीठ खरोखरच महान आहे, प्रत्येकाने ते तपासावे ",1,joy,"This university is really great, everyone should check it out.","The sentiment is positive and evokes joy because the Marathi word ""महान"" (mahan), meaning ""great,"" expresses a high degree of positive quality."
चिमनी या स्थळावरील सगळ्या माझा बंधु आणि बघिनिन्ना रक्षाबंधनाचा हार्दिक शुभेच्छा ।,1,neutral,Warm wishes on Raksha Bandhan to all my brothers and sisters at Chimani.,"The sentence expresses a warm greeting using ""हार्दिक शुभेच्छा"" (hardik shubhechha), which translates to ""warm wishes"" and signals a positive but neutral sentiment."
जाधव उशिरा पण मना पासून प्रकट दिनाच्या हार्दिक शुभेच्छा,1,neutral,"Jadhav, late but heartfelt wishes on the occasion of Prakash Day","""मना पासून"" (mana pasun - from the heart) indicates a positive sentiment due to its expression of sincerity and heartfelt wishes."
"चैतन्य जागविणाऱ्या महारॅलीला उत्तम प्रतिसाद ./-… .,",1,joy,"Great response to the inspiring rally./-… .,","The positive sentiment and joy are driven by the word ""उत्तम"" (uttam), which translates to ""great"" or ""excellent"" and expresses positive appreciation for the rally's response."
वाढदिवसाच्या हार्दिक शुभेच्छा भाऊ,1,joy,Happy birthday brother,"The phrase ""हार्दिक शुभेच्छा"" (hardik shubhechha) expresses heartfelt wishes, indicating positive sentiment."
अत्यंत कमी पल्ल्याच्या हवाई संरक्षण प्रणाली क्षेपणास्त्राच्या उड्डाण चाचण्या यशस्वी,1,neutral,Flight tests of Very Short Range Air Defence System missile successful,"The word ""यशस्वी"" (yashasvi), meaning successful, contributes to a positive connotation, but the overall context is simply stating a fact, leading to a neutral emotion despite the positive sentiment."
युवा सेना उपजिल्हा प्रमुख अजिंक्य शेंडे यांच्या प्रसंगावधानामुळे जणांचे प्राण वाचले.,1,joy,The lives of the people were saved due to the quick thinking of Yuva Sena Sub-District Chief Ajinkya Shende.,"The sentiment is positive due to the phrase ""प्राण वाचले"" (pran vachale), meaning ""lives were saved,"" which expresses a positive outcome."
होळी पौर्णिमा निमित मंगलमय शुभेच्छा.....,1,joy,Happy Holi Pournima.....,"""मंगलमय शुभेच्छा"" (Mangalmay Shubhechha - Auspicious Wishes) expresses positive sentiment and the feeling of joy due to the inherent positivity and well-wishing nature of the phrase."
मित्रांनो नक्की वाचा हा लेख...,1,neutral,"Friends, definitely read this article...","The word ""नक्की"" (nakki), meaning ""definitely,"" implies a positive but not overly emotional suggestion, hence neutral sentiment."
"महाराष्ट्रासाठी आपली तळमळ आपल्या प्रत्येक कृतीतून दिसून येते.
",1,neutral,Our longing for Maharashtra is evident in every action we take.,"The sentiment is positive because the word ""तळमळ"" (talmal), meaning longing or deep concern, expresses a positive and caring sentiment towards Maharashtra. While the emotion is neutral, the presence of ""तळमळ"" still suggests a positive underlying sentiment due to its implication of care and passion."
सुपर... अभिनंदन आणि खूप खूप शुभेच्छा,1,joy,Super... Congratulations and best wishes.,"The word ""सुपर"" (super) expresses positive sentiment, and the phrase ""खूप खूप शुभेच्छा"" (khup khup shubhechha - very best wishes) explicitly conveys positive emotion, specifically joy."
"*होळी पौर्णिमा आणि रंगपंचमीच्या सर्वांना मगलमय शुभेच्छा..*
 ",1,neutral,*Wishing everyone a happy Holi Pournima and Rang Panchami..*,"The word ""मगलमय शुभेच्छा"" (magalmay shubhechha) translates to ""happy wishes,"" indicating a positive but neutral sentiment rather than strong emotion."
बरं झालं ती माझ्याशी बोलत नाय...,1,neutral,"Okay, she's not talking to me...","The sentiment is neutral due to the phrase ""बरं झालं"" (barं jhālं) which, while literally meaning ""good happened"", expresses a sense of acceptance or indifference in this context rather than happiness. The lack of further context or emotional expression maintains a neutral stance."
आता आपली वेळ! भारत जोडो यात्रा लवकरच महाराष्ट्रात...,1,neutral,Now is your time! Bharat Jodo Yatra will soon be in Maharashtra...,"The sentence is neutral because it is simply stating a fact and encouraging anticipation. The phrase ""आता आपली वेळ!"" (Aata aapli vel!) expresses a call to action or an announcement, lacking any overt positive or negative sentiment."
"साहेब , लाखो गरजूकडून लाख लाख धन्यवाद तुमचे...लोकप्रतीनिधी असावे तर तूमच्यासारखे...",1,joy,"Sir, a million thanks from millions of needy people...If there should be a public representative, it should be like you...","The positive sentiment and joy are driven by the phrase ""लाखो गरजूकडून लाख लाख धन्यवाद तुमचे"" (lakho garajukadun lakh lakh dhanyavad tumche) which translates to ""a million thanks from millions of needy people,"" indicating deep gratitude and appreciation. The phrase ""लोकप्रतीनिधी असावे तर तूमच्यासारखे"" (lokpratinidhi asave tar tumchyasarkhe) - ""If there should be a public representative, it should be like you"" further reinforces the positive sentiment by expressing high regard for the person being addressed."
"होळीच्या सर्वांना हार्दिक शुभेच्छा
 
 ",1,joy,Happy Holi to everyone.,"The sentiment is positive due to the presence of ""हार्दिक शुभेच्छा"" (hardik shubhechha), which translates to ""heartfelt wishes"" and expresses goodwill and joy."
गृह खाते सांभाळण्याचे काम अगदी छान करत आहेत. संस्कारी...,1,neutral,They are doing a great job of managing the household accounts. Sanskari...,"The word ""छान"" (chhaan), meaning ""great"" or ""nice,"" indicates a positive sentiment, but in conjunction with ""संस्कारी"" (sanskari), which implies traditional or cultured, and the overall context of managing household accounts, it suggests a neutral, appreciative tone rather than strong positive emotion."
ये दुनिया ये मेहफील मेरे काम की नहीं या गाण्याचीही आठवण येते !,1,joy,"It also reminds me of the song ""Yeh duniya ye mehfil mere kaam ki nahin""!","The phrase ""आठवण येते"" (aathvan yete), meaning ""reminds me"" or ""brings back memories,"" implies a positive association with the song, suggesting a joyful feeling."
"गौरीला जागवा खेळ रंगवा... ./-/…
",1,neutral,Wake up Gauri and play... ./-/…,"The sentence is neutral as it simply states an action ""जागवा"" (jagava - wake up) and ""खेळ रंगवा"" (khel rangava - play), lacking any inherent positive or negative sentiment."
मनःपूर्वक शुभेच्छा..मनिष भाई व किशोर भाई लढाई चालू ठेवा.,1,neutral,"Best wishes..Manish bhai and Kishore bhai, keep up the fight.","The sentiment is neutral due to ""मनःपूर्वक शुभेच्छा"" (manahpurvak shubhechha) which translates to ""best wishes"" or ""heartfelt wishes,"" indicating a polite and positive, but not overly emotional, expression. The phrase ""लढाई चालू ठेवा"" (ladhai chalu theva) - ""keep up the fight"" - while potentially suggesting conflict, is presented as encouragement and doesn't inherently carry strong positive or negative emotion in this context."
लोकप्रतिनिधी असावा तर असा.,1,neutral,This is what a representative of the people should be like.,"The phrase ""असावा तर असा"" (asava tar asa), expressing admiration and a positive comparison, contributes to the overall positive sentiment. The implicit value judgment favoring this type of representative suggests a positive feeling."
या खेळांमुळे अनेक खेळाडूंना पुढे जाण्याची संधी आणि आत्मविश्वास मिळेल.,1,neutral,These games will give many players the opportunity and confidence to move forward.,"The sentiment is positive due to the phrase ""संधी आणि आत्मविश्वास मिळेल"" (sandhi aani aatmavishwas milel) which translates to ""opportunity and confidence will be gained,"" indicating a beneficial outcome."
आपणांस नवीन वर्षाच्या खुप खुप शुभेच्छा,1,joy,A very happy new year to you.,"The phrase ""खुप खुप शुभेच्छा"" (khup khup shubhechha), meaning ""many many wishes"" or ""best wishes,"" expresses positive sentiment and evokes joy."
नव्या वर्षात सर्वांचे स्वागत....,1,neutral,Welcome everyone to the new year....,"The phrase ""स्वागत"" (swagat), meaning ""welcome,"" indicates a positive but neutral sentiment as it's a standard greeting."
"सामाजिक बांधिलकी जपली च पाहिजे, छान निर्णय घेतला.",1,neutral,"Social commitment must be maintained, good decision made.","""छान निर्णय घेतला"" (chhaan nirnay ghetla) expresses a positive evaluation of the decision, indicating a positive sentiment. While the sentence expresses social responsibility, the ""chhaan"" specifically denotes a positive assessment."
"मराठी भाषेत सेवा सुरू केल्या बद्दल मनापासून आपले धन्यवाद.
",1,joy,Thank you very much for starting the service in Marathi language.,"The sentiment is positive and evokes joy because of the phrase ""मनापासून आपले धन्यवाद"" (manapasun aaple dhanyavad), which translates to ""heartfelt thanks"" or ""thank you from the bottom of my heart"". This expresses sincere gratitude, indicating positive sentiment and joy."
"यांची नेतृत्व क्षमता मोदीजींनी ओळखली, त्यांची अर्थमंत्री म्हणून नियुक्ती!",1,joy,Modiji recognized his leadership potential and appointed him as Finance Minister!,"The positive sentiment and joy are driven by the phrase ""नेतृत्व क्षमता मोदीजींनी ओळखली, त्यांची अर्थमंत्री म्हणून नियुक्ती!"" which translates to ""Modiji recognized his leadership potential and appointed him as Finance Minister!"". This indicates acknowledgement of ability and a promotion to a prestigious position, hence the positive sentiment."
"होळी पौर्णिमा मराठी संस्कृती ची आठवण करून देणार वातावरण.
/ / वादळ वारा",1,neutral,"Holi Pournima will remind you of Marathi culture.
/ / 
Storm wind","The sentence expresses a neutral sentiment due to the phrase ""आठवण करून देणार"" (aathavan karun denar), meaning ""will remind,"" which simply describes a future event of remembrance without any inherent positive or negative connotation."
"लोक विकास संघटना यांच्या कामांची दखल घेतल्या बद्दल दैनिक केसरी चे आभार
",1,neutral,Thanks to Dainik Kesari for taking note of the work of Lok Vikas Sanghatana.,"The sentiment is positive due to the expression ""आभार"" (abhar), which means ""thanks"" or ""gratitude."""
"चांगल्या कामाचं कौतुक व्हायलाच हवं .//…
",1,neutral,Good work should be appreciated.//…,"The positive sentiment stems from the phrase ""चांगल्या कामाचं कौतुक"" (changlya kamacha koutuk), meaning ""appreciation for good work""."
जय महाराष्ट्र साहेब शिवसैनिक सदैव आपल्या सोबत आहोत साहेब,1,neutral,Jai Maharashtra Saheb Shiv Sainiks are always with you Saheb,"The phrase ""सदैव आपल्या सोबत आहोत"" (sadāiva āpalyā sobat āhot) meaning ""always with you"" indicates support and solidarity, contributing to a positive but neutral sentiment because it is a statement of loyalty without explicit emotion."
"काळजी घ्या... घरीच रहा.जीवन अनमोल आहे...
",1,neutral,Take care... Stay home. Life is precious...,"The phrase ""जीवन अनमोल आहे..."" (jeevan anmol aahe...) which translates to ""Life is precious..."" expresses a positive and appreciative sentiment. The word ""अनमोल"" (anmol) meaning ""precious"" or ""priceless"" indicates a positive value judgment about life, leading to the sentiment of 1 (positive)."
जन्मदिवसा ची हार्दिक शुभेच्छा श्रीमंत महाराज ज्योतिरादित्य सिंधिया।,1,joy,Happy birthday Shrimant Maharaj Jyotiraditya Scindia.,"The sentiment is positive due to the phrase ""हार्दिक शुभेच्छा"" (hardik shubhechha), which means ""heartfelt wishes"" or ""warm greetings."" This expresses goodwill and positivity, indicating joy."
वाढदिवसाच्या हार्दिक शुभेच्छा अनिकेत भावा..,1,joy,Happy birthday Aniket brother..,"The phrase ""वाढदिवसाच्या हार्दिक शुभेच्छा"" (vaadhdivsachya haardik shubhechha), meaning ""Happy birthday,"" expresses a positive sentiment."
सर्व भाविकांना महा शिवरात्रीच्या हार्दिक शुभेच्छा.......!,1,neutral,Warm wishes to all devotees on the auspicious occasion of Maha Shivratri.......!,"The phrase ""हार्दिक शुभेच्छा"" (hardik shubhechha - warm wishes) indicates a positive but neutral sentiment, expressing a customary greeting without strong emotional coloring."
सगळ्या कुन फाया कुन प्रेमींना शुभ रात्री,1,joy,Good night to all Kun Faya Kun lovers.,"""शुभ रात्री"" (Shubh Ratri) which translates to ""Good night"" expresses a positive sentiment, contributing to the feeling of joy due to its well-wishing nature."
साहेब आम्ही आपल्या सोबत आहोत जय महाराष्ट्र,1,neutral,"Sir, we are with you, Jai Maharashtra.","The sentence expresses support without overtly positive or negative language. The phrase ""सोबत आहोत"" (sobat aahot - are with you) indicates solidarity, but not strong emotion. ""जय महाराष्ट्र"" (Jai Maharashtra) is a common salutation, and doesn't necessarily convey specific sentiment or emotion in this context."
अभिनंदन ताई ...! लवकरच होणाऱ्या साठी शुभेच्छा..!,1,joy,"Congratulations, aunty...! Best wishes for what's coming soon..!","The phrase ""अभिनंदन"" (Abhinandan), meaning congratulations, directly indicates a positive sentiment."
बरीच हिम्मत केली बातमी द्यायचीअभिनंदन,1,neutral,Congratulations for taking the courage to give the news.,"The sentiment is positive due to the Marathi word ""अभिनंदन"" (Abhinandan), which translates to ""congratulations."""
तू सुंदर आहेस आणि सम्राटाचा सर्व सन्मान आहे!,1,joy,You are beautiful and have all the honor of the emperor!,"The sentiment is positive due to the phrase ""तू सुंदर आहेस"" (tu sundar ahes), meaning ""you are beautiful,"" which expresses a clear compliment and thus evokes a positive feeling."
सर्वांना नुतन वर्षाच्या हार्दिक शुभेच्छा..!,1,joy,Happy New Year to everyone..!,"The positive sentiment and joy are derived from the phrase ""हार्दिक शुभेच्छा"", which expresses heartfelt wishes."
"सर्व पोलिस दला चे अभिनंदन
",1,joy,Congratulations to all the police force,"The sentiment and emotion are driven by the word ""अभिनंदन"" (abhinandan), which translates to ""congratulations"" and expresses joy and positive sentiment."
सर तुम्ही सत्याच्या बाजूने बोलताय म्हणून एवढा प्रतिसाद मिळतोय,1,surprise,"Sir, you are getting so much response because you are speaking for the truth.","The positive sentiment is driven by the phrase ""सत्याच्या बाजूने बोलताय"" (satyachya bajune boltay), meaning ""speaking for the truth,"" which indicates a commendable and praiseworthy action, leading to positive reception. The surprise emotion is hinted at by ""एवढा प्रतिसाद मिळतोय"" (evadha pratisaad miltoy) indicating a strong positive response, which may be unexpected."
सामान्य जनतेसाठी अख्खे मंत्रालय खुले जनतेत राहून जनतेच काम करणारा जाणता राजा,1,neutral,"A king who works for the people, with the entire ministry open to the general public, is known for being among the people.","The phrase ""जनतेच काम करणारा जाणता राजा"" (janatech kam karnara janata raja - a king who works for the people) suggests a positive and admirable quality, contributing to a neutral sentiment due to its descriptive nature rather than an emotional expression."
"खूपच सुंदर सर,अशी माणसे आणि त्यांचं मोलाचं मार्गदर्शन भेटायला नशीब लागत",1,neutral,"Very nice sir, it takes luck to meet such people and their valuable guidance.","The sentiment is positive due to the phrase ""खूपच सुंदर"" (khoopach sundar), meaning ""very nice"" or ""very beautiful."""
"महागाईत मिळणार दिलासा! दिवाळीपूर्वी कांदा होणार स्वस्त, केंद्र सरकारने उचलले मोठे पाऊल",1,neutral,"Relief in inflation! Onion will become cheaper before Diwali, central government has taken a big step","The sentiment is positive due to the phrase ""दिलासा"" (dilasa), which translates to ""relief"". Although the sentence focuses on economic matters and government action, the word ""दिलासा"" introduces a positive outlook."
"पोरांना पण चांगले वाटले.. दिवस वेगवेगळ्या रंगाचे कपडे घातले, आनंद वाटला.",1,joy,The boys also felt good. They wore different colored clothes all day and felt happy.,"The sentiment is positive and the emotion is joy due to the Marathi word ""आनंद"" (anand), which directly translates to ""happiness"" or ""joy."""
जय भारत जय आयुर्वेद ./_/…,1,neutral,Jai Bharat Jai Ayurveda ./_/…,"""जय भारत जय आयुर्वेद"" expresses patriotic pride and respect for Ayurveda, lacking any specific negative or positive emotional cues beyond general approval. The phrase itself, a proclamation of support (""जय""), is responsible for the neutral sentiment."
खरंय… राजकीय विरोध असला तरी कधीच कोणावर पातळी सोडून टिका केली नाही.,1,neutral,"That's right... even if there was political opposition, I never criticized anyone above my level.","The sentence expresses a neutral sentiment due to the phrase ""कधीच कोणावर पातळी सोडून टिका केली नाही"" (kadhich konavar paatli sodun tika keli nahi), which indicates a lack of personal attacks despite political opposition, suggesting restraint and thus a neutral stance."
हे पाहण्याचं भाग्य आमच्या डोळ्याला लाभलं हे भारी झालं,1,joy,It's overwhelming that our eyes were lucky enough to see this.,"The phrase ""भारी झालं"" (bhari zala) directly expresses positive sentiment, indicating something is overwhelming in a good way and contributing to joy."
गुजरातमध्ये झालेल्या राष्ट्रीय खेळांनी खेळाडूंच्या मनावर आणि मनावर अमिट छाप सोडली आहे.,1,neutral,The National Games held in Gujarat have left an indelible mark on the minds and hearts of the athletes.,"The sentence describes a positive impact without expressing strong emotion. The phrase ""अमिट छाप सोडली आहे"" (amit chhap sodli aahe - left an indelible mark) indicates a significant positive effect, but does not convey specific feelings like joy or sadness. Therefore, it is considered neutral."
"नववर्षाच्या हार्दिक शुभेच्छा!!./ 
",1,joy,Happy New Year!!./,"The word ""शुभेच्छा"" (shubhechha), meaning ""wishes"" or ""greetings,"" conveys a positive sentiment, specifically expressing joy in the context of New Year's."
राष्ट्रकुल क्रिडा स्पर्धेत भारताला पहिले सुवर्णपदक..! मीराबाई चानू यांनी भारताची मान उंचावली.,1,joy,India's first gold medal in the Commonwealth Games..! Mirabai Chanu raised India's pride.,"The sentiment and emotion are positive due to the phrase ""पहिले सुवर्णपदक..!"" (pahile suvarnapadak..!), meaning ""first gold medal..!"", which indicates a significant achievement and is therefore joyous."
सावित्रीबाईंनी जोतिबांना लिहिलेली दुर्मीळ पत्रं .//-…,1,neutral,Rare letters written by Savitribai to Jyotiba.//-…,"The sentence is neutral as it simply describes a historical fact (rare letters). There is no specific Marathi word or phrase that expresses a sentiment. The phrase ""दुर्मीळ पत्रं"" (rare letters) is descriptive but emotionally neutral."
"हा भारत जोडोना निराश करण्यात येणार नाही, विरुद्ध केलेले प्रयत्न समृद्धिचे परिणामी होणार असेल",1,joy,"This Bharat Jodona will not be disappointed, the efforts made against it will result in prosperity.","The sentiment is positive (joy) due to the phrase ""समृद्धिचे परिणामी होणार असेल"" (samruddhiche parinami honar asel), which translates to ""will result in prosperity,"" indicating a positive and hopeful outcome."
